id,link,operation,address,size,dorms,toilets,garage,price,additional_costs
2639827255.0,https://www.vivareal.com.br/imovel/sala-comercial-brooklin-paulista-sao-paulo-com-garagem-70m2-venda-RS770000-id-2639827255/,renting,"Rua Arandu - Brooklin Paulista, São Paulo",70 m²,,2,3,R$ 3.400/mês,Cond. R$ 1.400 • IPTU R$ 530
2509618183.0,https://www.vivareal.com.br/imovel/sala-comercial-consolacao-sao-paulo-com-garagem-198m2-aluguel-RS14000-id-2509618183/,renting,"Avenida Angélica - Consolação, São Paulo",198 m²,,5,5,R$ 14.000/mês,Cond. R$ 2.500 • IPTU R$ 2.500
,,renting,"Rua Maria Curupaiti - Vila Ester (Zona Norte), São Paulo",133 m²,3,4-5,2,R$ 10.500/mês,Cond. R$ 1.640 • IPTU R$ 502
2748078639.0,https://www.vivareal.com.br/imovel/apartamento-4-quartos-parque-da-mooca-sao-paulo-com-garagem-300m2-venda-RS2200000-id-2748078639/,renting,"Rua Tacomaré - Parque da Mooca, São Paulo",300 m²,4,2,4,R$ 15.200/mês,
,,renting,"Avenida Doutor Cardoso de Melo - Vila Olímpia, São Paulo",185 m²,,2-3,3-5,R$ 12.000/mês,Cond. R$ 4.400 • IPTU R$ 1.500
2645009235.0,https://www.vivareal.com.br/imovel/sala-comercial-vila-olimpia-sao-paulo-com-garagem-650m2-aluguel-RS49003-id-2645009235/,renting,"Alameda Vicente Pinzon - Vila Olímpia, São Paulo",650 m²,,7,18,R$ 49.003/mês,Cond. R$ 7.000 • IPTU R$ 6.801
2576885647.0,https://www.vivareal.com.br/imovel/galpao-deposito-armazem-chacara-sao-joao-sao-paulo-3400m2-venda-RS12000000-id-2576885647/,renting,"Rua Lopes da Costa - Chácara São João, São Paulo",3400 m²,,4,,R$ 60.000/mês,IPTU R$ 4.400
,,renting,"Rua José Maria Lisboa - Jardim Paulista, São Paulo",148 m²,,2-4,4,R$ 8.800/mês,Cond. R$ 3.298 • IPTU R$ 1.618
2567132485.0,https://www.vivareal.com.br/imovel/sala-comercial-bela-vista-sao-paulo-com-garagem-120m2-aluguel-RS6000-id-2567132485/,renting,"Rua Itapeva - Bela Vista, São Paulo",120 m²,,2,2,R$ 6.000/mês,Cond. R$ 2.500 • IPTU R$ 580
2576905492.0,https://www.vivareal.com.br/imovel/sala-comercial-cidade-moncoes-sao-paulo-com-garagem-144m2-aluguel-RS12000-id-2576905492/,renting,"Rua Samuel Morse - Cidade Monções, São Paulo",144 m²,,2,4,R$ 12.000/mês,Cond. R$ 2.546 • IPTU R$ 1.558
,,renting,"Avenida Paulista - Bela Vista, São Paulo",150 m²,,2,2,R$ 7.500/mês,Cond. R$ 2.800 • IPTU R$ 1.640
2688072488.0,https://www.vivareal.com.br/imovel/sala-comercial-cidade-moncoes-sao-paulo-com-garagem-144m2-aluguel-RS7600-id-2688072488/,renting,"Rua Arizona - Cidade Monções, São Paulo",144 m²,,4,4,R$ 7.600/mês,Cond. R$ 3.061 • IPTU R$ 1.700
2792122468.0,https://www.vivareal.com.br/imovel/flat-1-quartos-paraiso-sao-paulo-com-garagem-42m2-aluguel-RS3500-id-2792122468/,renting,"Rua do Paraíso - Paraíso, São Paulo",42 m²,1,1,1,R$ 3.500/mês,Cond. R$ 800 • IPTU R$ 200
2716317330.0,https://www.vivareal.com.br/imovel/sala-comercial-pinheiros-sao-paulo-com-garagem-120m2-aluguel-RS8400-id-2716317330/,renting,"Rua Cardeal Arcoverde - Pinheiros, São Paulo",120 m²,,4,2,R$ 8.400/mês,Cond. R$ 2.350 • IPTU R$ 1.098
,,renting,"Rua Pedroso Alvarenga - Itaim Bibi, São Paulo",165 m²,,4,3-6,R$ 11.990/mês,Cond. R$ 3.550 • IPTU R$ 1.120
2653943793.0,https://www.vivareal.com.br/imovel/sala-comercial-itaim-bibi-sao-paulo-com-garagem-420m2-aluguel-RS16002-id-2653943793/,renting,"Rua Doutor Renato Paes de Barros - Itaim Bibi, São Paulo",420 m²,,4,8,R$ 16.002/mês,Cond. R$ 5.900 • IPTU R$ 3.000
,,renting,"Rua Casa do Ator - Vila Olímpia, São Paulo",140 m²,,3,3,R$ 14.500/mês,Cond. R$ 2.658 • IPTU R$ 1.300
,,renting,"Rua Urussuí - Itaim Bibi, São Paulo",110 m²,,3-6,2-4,R$ 7.800/mês,Cond. R$ 2.631 • IPTU R$ 1.350
,,renting,"Rua Melo Alves - Cerqueira César, São Paulo",187 m²,,4,3,R$ 12.500/mês,Cond. R$ 1.400 • IPTU R$ 1.010
2667067095.0,https://www.vivareal.com.br/imovel/sala-comercial-pinheiros-sao-paulo-com-garagem-120m2-aluguel-RS8200-id-2667067095/,renting,"Rua Cardeal Arcoverde - Pinheiros, São Paulo",120 m²,,4,2,R$ 8.200/mês,Cond. R$ 2.502 • IPTU R$ 1.157
2762223537.0,https://www.vivareal.com.br/imovel/imovel-comercial-vila-clementino-sao-paulo-242m2-aluguel-RS8000-id-2762223537/,renting,"Rua Pedro de Toledo - Vila Clementino, São Paulo",242 m²,,,,R$ 8.000/mês,
2634130572.0,https://www.vivareal.com.br/imovel/ponto-comercial-moema-sao-paulo-200m2-aluguel-RS14000-id-2634130572/,renting,"Alameda dos Arapanés - Moema, São Paulo",200 m²,,2,,R$ 14.000/mês,IPTU R$ 2.035
2630314984.0,https://www.vivareal.com.br/imovel/sala-comercial-itaim-bibi-sao-paulo-com-garagem-99m2-aluguel-RS8500-id-2630314984/,renting,"Rua Tabapuã - Itaim Bibi, São Paulo",99 m²,,2,3,R$ 8.500/mês,Cond. R$ 2.194 • IPTU R$ 1.236
2785062314.0,https://www.vivareal.com.br/imovel/sobrado-4-quartos-jardim-itapemirim-sao-paulo-com-garagem-188m2-aluguel-RS4400-id-2785062314/,renting,"Rua Reverendo Alcides Franco - Jardim Itapemirim, São Paulo",188 m²,4,4,2,R$ 4.400/mês,IPTU R$ 40
,,renting,"Rua Flórida - Cidade Monções, São Paulo",171 m²,,0-4,2-4,R$ 5.000/mês,Cond. R$ 5.274 • IPTU R$ 2.055
,,renting,"Avenida das Nações Unidas - Brooklin Paulista, São Paulo",191 m²,,2,3,R$ 18.145/mês,Cond. R$ 5.969 • IPTU R$ 1.920
,,renting,"Rua Quintana - Cidade Monções, São Paulo",96 m²,,0-2,3,R$ 8.160/mês,Cond. R$ 2.640 • IPTU R$ 898
2630864494.0,https://www.vivareal.com.br/imovel/sala-comercial-vila-olimpia-sao-paulo-com-garagem-441m2-aluguel-RS37823-id-2630864494/,renting,"Rua Casa do Ator - Vila Olímpia, São Paulo",441 m²,,8,10,R$ 37.823/mês,Cond. R$ 10.000 • IPTU R$ 5.350
2655615278.0,https://www.vivareal.com.br/imovel/imovel-comercial-vila-progredior-sao-paulo-149m2-aluguel-RS15500-id-2655615278/,renting,"Rua José Jannarelli - Vila Progredior, São Paulo",149 m²,,2,,R$ 15.500/mês,IPTU R$ 2.300
,,renting,"Rua Iaiá - Itaim Bibi, São Paulo",215 m²,,4-5,3-5,R$ 32.251/mês,Cond. R$ 4.233 • IPTU R$ 2.343
2791782327.0,https://www.vivareal.com.br/imovel/flat-1-quartos-vila-olimpia-sao-paulo-com-garagem-33m2-aluguel-RS2350-id-2791782327/,renting,"Rua Gomes de Carvalho - Vila Olímpia, São Paulo",33 m²,1,1,1,R$ 2.350/mês,Cond. R$ 1.900 • IPTU R$ 350
,,renting,"Alameda Raja Gabaglia - Vila Olímpia, São Paulo",240 m²,,2-4,3,R$ 16.001/mês,Cond. R$ 3.000 • IPTU R$ 11.520
2639823216.0,https://www.vivareal.com.br/imovel/sala-comercial-vila-olimpia-sao-paulo-com-garagem-222m2-aluguel-RS15900-id-2639823216/,renting,"Avenida Doutor Cardoso de Melo - Vila Olímpia, São Paulo",222 m²,,4,6,R$ 15.900/mês,Cond. R$ 4.950 • IPTU R$ 2.650
2658508883.0,https://www.vivareal.com.br/imovel/sala-comercial-itaim-bibi-zona-sul-sao-paulo-com-garagem-175m2-venda-RS7000000-id-2658508883/,renting,"Avenida Brigadeiro Faria Lima - Itaim Bibi, São Paulo",175 m²,,2,4,R$ 30.001/mês,Cond. R$ 8.662 • IPTU R$ 61.901
2790054115.0,https://www.vivareal.com.br/imovel/apartamento-1-quartos-chacara-inglesa-zona-sul-sao-paulo-com-garagem-61m2-aluguel-RS3600-id-2790054115/,renting,"Rua Jaci - Chácara Inglesa, São Paulo",61 m²,1,2,1,R$ 3.600/mês,Cond. R$ 801 • IPTU R$ 57
2788450956.0,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-america-zona-sul-sao-paulo-com-garagem-156m2-venda-RS3000000-id-2788450956/,renting,"Rua da Consolação - Cerqueira César, São Paulo",156 m²,3,2,1,R$ 15.000/mês,Cond. R$ 1.990 • IPTU R$ 4.974
2787274150.0,https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-ema-sao-paulo-34m2-aluguel-RS1450-id-2787274150/,renting,"Rua Juiz de Fora - Vila Ema, São Paulo",34 m²,1,1,,R$ 1.450/mês,Cond. R$ 100 • IPTU R$ 80
,,renting,"Rua Tabapuã - Itaim Bibi, São Paulo",261 m²,,6,6,R$ 26.100/mês,Cond. R$ 6.580 • IPTU R$ 4.349
2703293890.0,https://www.vivareal.com.br/imovel/sala-comercial-jardim-paulista-sao-paulo-com-garagem-170m2-aluguel-RS12500-id-2703293890/,renting,"Avenida Nove de Julho - Jardim Paulista, São Paulo",170 m²,,4,4,R$ 12.500/mês,Cond. R$ 3.100 • IPTU R$ 1.500
2574338196.0,https://www.vivareal.com.br/imovel/imovel-comercial-vila-nova-conceicao-sao-paulo-com-garagem-300m2-aluguel-RS17000-id-2574338196/,renting,"Rua Doutor Eduardo de Souza Aranha - Vila Nova Conceição, São Paulo",300 m²,,4,1,R$ 17.000/mês,IPTU R$ 1.800
2639826241.0,https://www.vivareal.com.br/imovel/sala-comercial-vila-gertrudes-sao-paulo-com-garagem-123m2-aluguel-RS6000-id-2639826241/,renting,"Rua Jaceru - Vila Gertrudes, São Paulo",123 m²,,2,3,R$ 6.000/mês,Cond. R$ 1.469 • IPTU R$ 834
,,renting,"Rua Gomes de Carvalho - Vila Olímpia, São Paulo",104 m²,,3,4,R$ 6.000/mês,Cond. R$ 1.400 • IPTU R$ 4.801
,,renting,"Avenida Angélica - Santa Cecília, São Paulo",129 m²,,2,3,R$ 10.320/mês,Cond. R$ 1.461 • IPTU R$ 11.683
2563364973.0,https://www.vivareal.com.br/imovel/sala-comercial-vila-olimpia-sao-paulo-com-garagem-390m2-aluguel-RS22002-id-2563364973/,renting,"Rua Funchal - Vila Olímpia, São Paulo",390 m²,,5,10,R$ 22.002/mês,Cond. R$ 2.000 • IPTU R$ 1.500
,,renting,"Rua Leopoldo Couto Magalhães Júnior - Itaim Bibi, São Paulo",74 m²,2,1,1,R$ 6.995/mês,Cond. R$ 2.500 • IPTU R$ 600
2711628238.0,https://www.vivareal.com.br/imovel/galpao-deposito-armazem-ipiranga-sao-paulo-2385m2-aluguel-RS55000-id-2711628238/,renting," - Ipiranga, São Paulo",2385 m²,,6,,R$ 55.000/mês,IPTU R$ 2.642
,,renting,"Rua Euclides Pacheco - Vila Gomes Cardim, São Paulo",450 m²,0-5,0-5,,R$ 12.000/mês,IPTU R$ 2.350
2792402418.0,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-olimpia-sao-paulo-com-garagem-110m2-aluguel-RS6297-id-2792402418/,renting,"Rua Doutor Fadlo Haidar - Vila Olímpia, São Paulo",110 m²,3,2,1,R$ 6.297/mês,Cond. R$ 1.500 • IPTU R$ 300
,,renting,"Avenida Magalhães de Castro - Butantã, São Paulo",268 m²,,4,7,R$ 25.435/mês,Cond. R$ 6.694 • IPTU R$ 4.016
2709536978.0,https://www.vivareal.com.br/imovel/sala-comercial-liberdade-sao-paulo-com-garagem-29m2-aluguel-RS2510-id-2709536978/,renting,"Rua Maestro Cardim - Liberdade, São Paulo",29 m²,,2,1,R$ 2.510/mês,Cond. R$ 1.143 • IPTU R$ 79
2639825738.0,https://www.vivareal.com.br/imovel/sala-comercial-vila-olimpia-sao-paulo-com-garagem-99m2-aluguel-RS9500-id-2639825738/,renting,"Rua Alvorada - Vila Olímpia, São Paulo",99 m²,,3,2,R$ 9.500/mês,Cond. R$ 1.400 • IPTU R$ 1.150
2620856928.0,https://www.vivareal.com.br/imovel/sala-comercial-cerqueira-cesar-sao-paulo-com-garagem-110m2-aluguel-RS7200-id-2620856928/,renting,"Alameda Santos - Cerqueira César, São Paulo",110 m²,,4,2,R$ 7.200/mês,Cond. R$ 3.590 • IPTU R$ 1.088
,,renting,"Rua Júlio Diniz - Vila Olímpia, São Paulo",109 m²,,2,2-3,R$ 8.000/mês,Cond. R$ 2.350 • IPTU R$ 747
2585662794.0,https://www.vivareal.com.br/imovel/sala-comercial-vila-olimpia-sao-paulo-com-garagem-410m2-aluguel-RS25002-id-2585662794/,renting,"Rua Helena - Vila Olímpia, São Paulo",410 m²,,7,8,R$ 25.002/mês,Cond. R$ 10.000 • IPTU R$ 5.202
2668517894.0,https://www.vivareal.com.br/imovel/sala-comercial-vila-olimpia-sao-paulo-205m2-aluguel-RS16401-id-2668517894/,renting,"Rua do Rocio - Vila Olímpia, São Paulo",205 m²,,,,R$ 16.401/mês,Cond. R$ 4.000 • IPTU R$ 2.001
2564399736.0,https://www.vivareal.com.br/imovel/sala-comercial-itaim-bibi-sao-paulo-com-garagem-98m2-aluguel-RS12500-id-2564399736/,renting,"Rua Bandeira Paulista - Itaim Bibi, São Paulo",98 m²,,4,2,R$ 12.500/mês,Cond. R$ 2.112 • IPTU R$ 1.378
2639824562.0,https://www.vivareal.com.br/imovel/sala-comercial-vila-olimpia-sao-paulo-com-garagem-129m2-venda-RS1600900-id-2639824562/,renting,"Rua Casa do Ator - Vila Olímpia, São Paulo",129 m²,,3,3,R$ 9.000/mês,Cond. R$ 2.025 • IPTU R$ 990
2579261943.0,https://www.vivareal.com.br/imovel/sala-comercial-itaim-bibi-sao-paulo-com-garagem-250m2-aluguel-RS22500-id-2579261943/,renting,"Rua Joaquim Floriano - Itaim Bibi, São Paulo",250 m²,,6,8,R$ 22.500/mês,Cond. R$ 7.300 • IPTU R$ 5.541
,,renting,"Avenida Roque Petroni Júnior - Jardim das Acácias, São Paulo",102 m²,,2,3,R$ 7.500/mês,Cond. R$ 2.519 • IPTU R$ 1.532
2650241899.0,https://www.vivareal.com.br/imovel/sala-comercial-vila-olimpia-sao-paulo-com-garagem-107m2-aluguel-RS12841-id-2650241899/,renting,"Rua Helena - Vila Olímpia, São Paulo",107 m²,,6,4,R$ 12.841/mês,Cond. R$ 1.605 • IPTU R$ 750
2498914484.0,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-cordeiro-sao-paulo-com-garagem-65m2-aluguel-RS6000-id-2498914484/,renting,"Rua Roque Petrella - Vila Cordeiro, São Paulo",65 m²,2,2,2,R$ 6.000/mês,Cond. R$ 955 • IPTU R$ 228
,,renting,"Rua Alvorada - Vila Olímpia, São Paulo",48-52 m²,2,1,1-48,R$ 3.000/mês,Cond. R$ 2.700 • IPTU R$ 300
2566723220.0,https://www.vivareal.com.br/imovel/sala-comercial-chacara-santo-antonio-zona-sul-sao-paulo-com-garagem-480m2-aluguel-RS51001-id-2566723220/,renting,"Rua Verbo Divino - Chácara Santo Antônio (Zona Sul), São Paulo",480 m²,,6,15,R$ 51.001/mês,Cond. R$ 1.980 • IPTU R$ 1.003
,,renting,"Rua Iaiá - Itaim Bibi, São Paulo",240 m²,,4-5,8-9,R$ 24.001/mês,Cond. R$ 2.000 • IPTU R$ 1.000
2646726641.0,https://www.vivareal.com.br/imovel/sala-comercial-brooklin-paulista-sao-paulo-com-garagem-107m2-venda-RS1350000-id-2646726641/,renting,"Avenida Nova Independência - Brooklin Paulista, São Paulo",107 m²,,1,3,R$ 9.000/mês,Cond. R$ 2.200 • IPTU R$ 1.010
2582494214.0,https://www.vivareal.com.br/imovel/predio-comercial-vila-buarque-sao-paulo-com-garagem-946m2-venda-RS7000000-id-2582494214/,renting,"Rua das Palmeiras - Vila Buarque, São Paulo",946 m²,,4,15,R$ 31.000/mês,IPTU R$ 4.900
2567573363.0,https://www.vivareal.com.br/imovel/casa-de-condominio-1-quartos-higienopolis-sao-paulo-com-garagem-57m2-aluguel-RS8000-id-2567573363/,renting,"Rua Piauí - Higienópolis, São Paulo",57 m²,1,1,1,R$ 8.000/mês,Cond. R$ 190 • IPTU R$ 387
,,renting,"Rua Aspicuelta - Vila Madalena, São Paulo",136 m²,,4,6,R$ 11.900/mês,Cond. R$ 4.800 • IPTU R$ 4.300
2639825665.0,https://www.vivareal.com.br/imovel/sala-comercial-pinheiros-sao-paulo-com-garagem-160m2-aluguel-RS15000-id-2639825665/,renting,"Rua Cunha Gago - Pinheiros, São Paulo",160 m²,,3,4,R$ 15.000/mês,Cond. R$ 3.600 • IPTU R$ 1.400
2728819259.0,https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-fria-sao-paulo-com-garagem-127m2-venda-RS780000-id-2728819259/,renting,"Rua Franco Paulista - Água Fria, São Paulo",127 m²,3,3,4,R$ 5.000/mês,Cond. R$ 1.460 • IPTU R$ 4.750
2740834311.0,https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-monte-alegre-sao-paulo-com-garagem-36m2-aluguel-RS3060-id-2740834311/,renting,"Rua dos Democratas - Vila Monte Alegre, São Paulo",36 m²,1,1,1,R$ 3.060/mês,Cond. R$ 430 • IPTU R$ 720
2666085898.0,https://www.vivareal.com.br/imovel/sala-comercial-cidade-moncoes-sao-paulo-com-garagem-96m2-aluguel-RS8160-id-2666085898/,renting,"Rua Quintana - Cidade Monções, São Paulo",96 m²,,1,3,R$ 8.160/mês,Cond. R$ 2.640 • IPTU R$ 898
2722930956.0,https://www.vivareal.com.br/imovel/sala-comercial-paraiso-sao-paulo-com-garagem-60m2-aluguel-RS5000-id-2722930956/,renting,"Rua Desembargador Eliseu Guilherme - Paraíso, São Paulo",60 m²,,3,1,R$ 5.000/mês,Cond. R$ 1.690 • IPTU R$ 889
2653819573.0,https://www.vivareal.com.br/imovel/sala-comercial-itaim-bibi-sao-paulo-com-garagem-83m2-aluguel-RS10000-id-2653819573/,renting,"Rua Bandeira Paulista - Itaim Bibi, São Paulo",83 m²,,2,3,R$ 10.000/mês,Cond. R$ 2.250 • IPTU R$ 1.700
2668085710.0,https://www.vivareal.com.br/imovel/imovel-comercial-vila-mariana-sao-paulo-com-garagem-60m2-aluguel-RS3740-id-2668085710/,renting,"Rua Vergueiro - Vila Mariana, São Paulo",60 m²,,2,2,R$ 3.740/mês,Cond. R$ 1.500 • IPTU R$ 760
2648530458.0,https://www.vivareal.com.br/imovel/sala-comercial-itaim-bibi-sao-paulo-com-garagem-67m2-aluguel-RS8000-id-2648530458/,renting,"Rua Tabapuã - Itaim Bibi, São Paulo",67 m²,,2,1,R$ 8.000/mês,Cond. R$ 1.770 • IPTU R$ 1.030
2614936961.0,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-mazzei-sao-paulo-com-garagem-70m2-venda-RS390000-id-2614936961/,renting,"Avenida Mazzei - Vila Mazzei, São Paulo",70 m²,2,1,1,R$ 2.500/mês,Cond. R$ 906 • IPTU R$ 1
,,renting,"Avenida dos Eucaliptos - Indianópolis, São Paulo",180 m²,3,5,4,R$ 12.000/mês,Cond. R$ 2.432 • IPTU R$ 1.165
2537157796.0,https://www.vivareal.com.br/imovel/sala-comercial-1-quartos-vila-cordeiro-sao-paulo-com-garagem-140m2-aluguel-RS9800-id-2537157796/,renting,"Avenida Doutor Chucri Zaidan - Vila Cordeiro, São Paulo",140 m²,1,2,4,R$ 9.800/mês,Cond. R$ 2.400 • IPTU R$ 990
2713485896.0,https://www.vivareal.com.br/imovel/sala-comercial-santa-cecilia-sao-paulo-com-garagem-112m2-aluguel-RS3800-id-2713485896/,renting,"Avenida General Olímpio da Silveira - Santa Cecília, São Paulo",112 m²,,,2,R$ 3.800/mês,Cond. R$ 1.931 • IPTU R$ 1.100
,,renting,"Avenida Ibirapuera - Indianópolis, São Paulo",150 m²,,4,2,R$ 15.700/mês,Cond. R$ 3.450 • IPTU R$ 2.700
2791354954.0,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-nova-conceicao-sao-paulo-com-garagem-127m2-aluguel-RS8496-id-2791354954/,renting,"Avenida Santo Amaro - Vila Nova Conceição, São Paulo",127 m²,3,2,1,R$ 8.496/mês,Cond. R$ 2.100 • IPTU R$ 234
,,renting,"Alameda Campinas - Jardim Paulista, São Paulo",40 m²,1,1,1,R$ 3.500/mês,Cond. R$ 1.825 • IPTU R$ 475
2669763081.0,https://www.vivareal.com.br/imovel/flat-2-quartos-sumarezinho-sao-paulo-com-garagem-69m2-aluguel-RS6800-id-2669763081/,renting,"Rua Senador César Lacerda Vergueiro - Sumarezinho, São Paulo",69 m²,2,2,1,R$ 6.800/mês,Cond. R$ 1.130 • IPTU R$ 260
2639817089.0,https://www.vivareal.com.br/imovel/sala-comercial-cerqueira-cesar-sao-paulo-com-garagem-125m2-aluguel-RS14600-id-2639817089/,renting,"Alameda Santos - Cerqueira César, São Paulo",125 m²,,2,3,R$ 14.600/mês,Cond. R$ 5.190 • IPTU R$ 4.500
,,renting,"Alameda Raja Gabaglia - Vila Olímpia, São Paulo",240 m²,,2,3,R$ 15.500/mês,Cond. R$ 3.000 • IPTU R$ 960
2652894471.0,https://www.vivareal.com.br/imovel/sala-comercial-pinheiros-sao-paulo-com-garagem-243m2-aluguel-RS20000-id-2652894471/,renting,"Rua Fidalga - Pinheiros, São Paulo",243 m²,,4,4,R$ 20.000/mês,Cond. R$ 7.233 • IPTU R$ 3.291
2724881116.0,https://www.vivareal.com.br/imovel/sala-comercial-pacaembu-sao-paulo-com-garagem-45m2-aluguel-RS2200-id-2724881116/,renting,"Rua Traipu - Pacaembu, São Paulo",45 m²,,2,1,R$ 2.200/mês,Cond. R$ 1.090 • IPTU R$ 495
2609585481.0,https://www.vivareal.com.br/imovel/predio-comercial-vila-mafra-sao-paulo-com-garagem-400m2-aluguel-RS13000-id-2609585481/,renting,"Praça São Constâncio - Vila Mafra, São Paulo",400 m²,,,2,R$ 13.000/mês,Cond. R$ 2 • IPTU R$ 1.500
,,renting,"Avenida Jamaris - Planalto Paulista, São Paulo",35 m²,1,1,1,R$ 2.500/mês,Cond. R$ 1.530 • IPTU R$ 250
2712309819.0,https://www.vivareal.com.br/imovel/sala-comercial-cidade-moncoes-sao-paulo-com-garagem-136m2-aluguel-RS12920-id-2712309819/,renting,"Rua Surubim - Cidade Monções, São Paulo",136 m²,,2,4,R$ 12.920/mês,Cond. R$ 3.404 • IPTU R$ 1.515
2577124014.0,https://www.vivareal.com.br/imovel/sala-comercial-pinheiros-sao-paulo-com-garagem-141m2-aluguel-RS13000-id-2577124014/,renting,"Rua Pais Leme - Pinheiros, São Paulo",141 m²,,2,7,R$ 13.000/mês,Cond. R$ 3.535 • IPTU R$ 2.561
2792437332.0,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-olimpia-sao-paulo-com-garagem-110m2-aluguel-RS6299-id-2792437332/,renting,"Rua Doutor Fadlo Haidar - Vila Olímpia, São Paulo",110 m²,3,2,1,R$ 6.299/mês,Cond. R$ 1.500 • IPTU R$ 300
2653822702.0,https://www.vivareal.com.br/imovel/sala-comercial-vila-olimpia-sao-paulo-com-garagem-120m2-aluguel-RS7000-id-2653822702/,renting,"Rua do Rocio - Vila Olímpia, São Paulo",120 m²,,4,2,R$ 7.000/mês,Cond. R$ 3.140 • IPTU R$ 997
2703490602.0,https://www.vivareal.com.br/imovel/imovel-comercial-1-quartos-vila-nova-conceicao-sao-paulo-com-garagem-138m2-venda-RS4300000-id-2703490602/,renting,"Rua Doutor Eduardo de Souza Aranha - Vila Nova Conceição, São Paulo",138 m²,1,,2,R$ 30.000/mês,Cond. R$ 1.300 • IPTU R$ 2.500
,,renting,"Rua Doutor Fadlo Haidar - Vila Olímpia, São Paulo",110 m²,3,2,1,R$ 6.299/mês,Cond. R$ 1.500 • IPTU R$ 300
2567502094.0,https://www.vivareal.com.br/imovel/sala-comercial-indianopolis-sao-paulo-com-garagem-50m2-aluguel-RS9500-id-2567502094/,renting,"Alameda dos Maracatins - Indianópolis, São Paulo",50 m²,,1,1,R$ 9.500/mês,Cond. R$ 1.200 • IPTU R$ 890
2660997855.0,https://www.vivareal.com.br/imovel/sala-comercial-vila-olimpia-sao-paulo-com-garagem-192m2-aluguel-RS15002-id-2660997855/,renting,"Rua Helena - Vila Olímpia, São Paulo",192 m²,,3,2,R$ 15.002/mês,Cond. R$ 1.860 • IPTU R$ 536
2638496205.0,https://www.vivareal.com.br/imovel/sala-comercial-santana-sao-paulo-com-garagem-200m2-aluguel-RS20000-id-2638496205/,renting,"Rua Voluntários da Pátria - Santana, São Paulo",200 m²,,4,8,R$ 20.000/mês,Cond. R$ 700 • IPTU R$ 600
,,renting,"Rua Pequetita - Vila Olímpia, São Paulo",235 m²,,0-6,4-5,R$ 10.000/mês,Cond. R$ 2.450 • IPTU R$ 1.294
2567739608.0,https://www.vivareal.com.br/imovel/sala-comercial-centro-sao-paulo-168m2-aluguel-RS4350-id-2567739608/,renting,"Rua Martins Fontes - Centro, São Paulo",168 m²,,2,,R$ 4.350/mês,Cond. R$ 2.327 • IPTU R$ 423
2567500128.0,https://www.vivareal.com.br/imovel/sala-comercial-jardim-paulista-sao-paulo-com-garagem-70m2-aluguel-RS7800-id-2567500128/,renting,"Avenida São Gabriel - Jardim Paulista, São Paulo",70 m²,,3,2,R$ 7.800/mês,Cond. R$ 2.500 • IPTU R$ 800
2674281691.0,https://www.vivareal.com.br/imovel/sala-comercial-itaim-bibi-sao-paulo-com-garagem-133m2-aluguel-RS9800-id-2674281691/,renting,"Rua Urussuí - Itaim Bibi, São Paulo",133 m²,,2,3,R$ 9.800/mês,Cond. R$ 2.819 • IPTU R$ 1.400
,,renting,"Rua Afonso Celso - Vila Mariana, São Paulo",360 m²,,8,8,R$ 24.000/mês,IPTU R$ 3.581
,,renting,"Rua Quintana - Cidade Monções, São Paulo",96 m²,,0-6,3,R$ 8.160/mês,Cond. R$ 2.640 • IPTU R$ 898
,,renting,"Avenida Washington Luís - Santo Amaro, São Paulo",170 m²,3,2,1,R$ 6.995/mês,Cond. R$ 2.000 • IPTU R$ 380
2734031865.0,https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-mariana-sao-paulo-com-garagem-38m2-venda-RS681000-id-2734031865/,renting," - Vila Mariana, São Paulo",38 m²,1,1,1,R$ 3.510/mês,Cond. R$ 700 • IPTU R$ 180
2642326106.0,https://www.vivareal.com.br/imovel/sala-comercial-cidade-moncoes-sao-paulo-com-garagem-164m2-aluguel-RS11850-id-2642326106/,renting,"Rua Samuel Morse - Cidade Monções, São Paulo",164 m²,,,4,R$ 11.850/mês,Cond. R$ 2.463 • IPTU R$ 1.248
,,renting,"Rua Gomes de Carvalho - Vila Olímpia, São Paulo",90 m²,,4,2,R$ 6.212/mês,Cond. R$ 2.100 • IPTU R$ 720
2684268659.0,https://www.vivareal.com.br/imovel/sala-comercial-cidade-moncoes-sao-paulo-com-garagem-172m2-aluguel-RS11880-id-2684268659/,renting,"Rua Samuel Morse - Cidade Monções, São Paulo",172 m²,,2,6,R$ 11.880/mês,Cond. R$ 4.643 • IPTU R$ 1.829
2642683263.0,https://www.vivareal.com.br/imovel/sala-comercial-itaim-bibi-sao-paulo-com-garagem-88m2-aluguel-RS20000-id-2642683263/,renting,"Rua Tabapuã - Itaim Bibi, São Paulo",88 m²,,2,2,R$ 20.000/mês,Cond. R$ 1.615 • IPTU R$ 664
